"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"27084138",420361.5,327953.4,421372.5,327914.1,"S686",151,"Shotgun","Normal","Normal",1011.76355439401
"32331579",517610.2,503913.4,517528.8,503898.8,"Micro UZI",472,"Sub Machine Gun","Normal","Normal",82.6989721822757
"14200465",416627.6,401281.5,416513.3,383261,"M416",1665,"Rifle","Normal","Normal",18020.8624860188
"30422334",441941.9,333389.3,443400.8,332986.2,"SCAR-L",545,"Rifle","Normal","Normal",1513.56493749025
"33364888",567503.1,350963.8,567627,351602.9,"S12K",117,"Shotgun","Normal","Normal",650.999247311432
"39277559",624010.3,299973.9,623807.2,303111.1,"AKM",421,"Rifle","Normal","Normal",3143.76739756613
"1308084",520123,466691.5,519983.5,466471.8,"SCAR-L",834,"Rifle","Normal","Normal",260.246690661006
"3011452",577705.3,119302.1,577700.2,119029.3,"Tommy Gun",989,"Sub Machine Gun","Normal","Normal",272.847668122714
"6111545",456404.2,629145.5,457490.3,629182.3,"SCAR-L",115,"Rifle","Normal","Normal",1086.72326284108
"38072627",450392.6,629006.9,450145,621444.9,"Kar98k",214,"Sniper","Normal","Normal",7566.05245554113
"35462810",696330.4,334936.9,696528.3,334227.1,"S1897",130,"Shotgun","Normal","Normal",736.87207166514
"35751294",312528.8,323707.7,282605.4,323909.9,"SKS",1584,"Sniper","Normal","Normal",29924.0831505327
"3991840",327940.4,530280.3,327860.9,530290.9,"Punch",127,"Melee","Normal","Normal",80.2035535372312
"21340193",213167.9,282873,213925.7,283243.5,"S686",343,"Shotgun","Normal","Normal",843.52302280378
"29493291",419448.4,326046.2,419663.9,326016.9,"S686",97,"Shotgun","Normal","Normal",217.482734946936
"30525103",449182.1,264361.1,454845.8,263133.9,"AKM",1660,"Rifle","Normal","Normal",5795.12877596348
"15924421",458277.7,630367.5,458245.5,629696.4,"Tommy Gun",103,"Sub Machine Gun","Normal","Normal",671.872048830705
"27406443",577273,489695.7,576601.4,489255.9,"SCAR-L",289,"Rifle","Normal","Normal",802.789262509134
"28345977",449170.2,624959.1,446989.9,623794.3,"AKM",606,"Rifle","Normal","Normal",2471.9359073406
"32922439",605853.9,475827.6,605590.1,477027.1,"SCAR-L",321,"Rifle","Normal","Normal",1228.16557922783
"10689078",570496.1,348071.2,571202,351071.8,"UMP9",1487,"Sub Machine Gun","Normal","Normal",3082.5144233239
"30562977",434800.7,115045.9,434427.9,115003.1,"Groza",1489,"Rifle","Normal","Normal",375.2488241154
"17441913",397784.8,386135.3,398410.1,386334.9,"SCAR-L",734,"Rifle","Normal","Normal",656.384224368623
"6505279",594788.6,467749.7,594817.8,467519.8,"SCAR-L",230,"Rifle","Normal","Normal",231.746952515054
"24369740",444179.9,291354.1,444275.6,291238.3,"Groza",487,"Rifle","Normal","Normal",150.226928345049
"31049146",294238.4,465895,299536.1,464087.8,"Mini 14",642,"Rifle","Normal","Normal",5597.46345499455
"15645817",257526.6,423133.8,258882.3,420167.3,"SCAR-L",1810,"Rifle","Normal","Normal",3261.60156058338
"35982182",629432.7,363386.5,628504.6,364089.3,"AKM",1525,"Rifle","Normal","Normal",1164.17243138632
"6220504",573224.1,419518.6,572909.5,419670.8,"UMP9",1322,"Sub Machine Gun","Normal","Normal",349.482474524816
"17934198",304486.4,542587.2,303486.6,542703.8,"Micro UZI",455,"Sub Machine Gun","Normal","Normal",1006.57617694843
"26001633",406502.9,284543.2,406701.9,285081.2,"M16A4",175,"Rifle","Normal","Normal",573.624441599205
"15226671",480089.9,264502.7,480950.8,265919.2,"M416",1049,"Rifle","Normal","Normal",1657.59496258885
"28870108",168640.1,285273.2,167731.2,287583.8,"AKM",400,"Rifle","Normal","Normal",2482.9360785167
"32098134",300431.1,506591.1,300362.6,506701.9,"M16A4",112,"Rifle","Normal","Normal",130.264692069687
"12515711",366814.6,407050.1,366987.1,406677.7,"S686",399,"Shotgun","Normal","Normal",410.41200031185
"37113425",636879.5,234661.9,628956.7,242290.1,"Kar98k",1570,"Sniper","Normal","Normal",10998.1905366292
"26374748",320478.1,525221.6,327994.8,546264.1,"SCAR-L",923,"Rifle","Normal","Normal",22344.7440159873
"10326401",426282.6,344254,416550,337395.8,"SKS",1533,"Sniper","Normal","Normal",11906.2340813542
"199457",378458.7,118938.2,378583.8,118961.6,"Punch",180,"Melee","Normal","Normal",127.269674314012
"35269536",558865.7,586707.8,558605.9,584200.7,"AKM",1760,"Rifle","Normal","Normal",2520.52503459109
"8995772",414728.8,480612.9,414198.4,480119.6,"M16A4",479,"Rifle","Normal","Normal",724.340424110106
"20708517",612348.2,383307.3,612869.6,383462.1,"S686",386,"Shotgun","Normal","Normal",543.894291200065
"23198939",300610.2,346177.9,300250.3,346355.9,"M416",1267,"Rifle","Normal","Normal",401.512154236975
"35099043",427792,341874.8,437206.3,344567.1,"M16A4",681,"Rifle","Normal","Normal",9791.70688797411
"8668925",473761.7,238405.5,457315.8,240585.8,"AKM",1200,"Rifle","Normal","Normal",16589.796107849
"20808190",446908.7,629730.9,437870.8,623087.1,"SCAR-L",447,"Rifle","Normal","Normal",11217.117047174
"1701773",361089.9,394908.9,362918.6,393106.8,"Kar98k",158,"Sniper","Normal","Normal",2567.43219968901
"36978103",569623.8,379697.2,570125.3,379668.9,"UMP9",180,"Sub Machine Gun","Normal","Normal",502.297859840154
"22534303",170589.5,613846.2,170604.1,613921,"Punch",193,"Melee","Normal","Normal",76.2115476814842
"25946231",359285.9,425817.6,356579,425112.8,"M16A4",460,"Rifle","Normal","Normal",2797.15045179914
"37876017",426369.8,334356.3,440238.3,337997.7,"SCAR-L",376,"Rifle","Normal","Normal",14338.5873157016
"27740711",554326.8,425326.5,553778.1,426782.5,"P1911",173,"Pistol","Normal","Normal",1555.95876873395
"29958295",462243.9,644638.4,460799.5,648872.8,"M16A4",203,"Rifle","Normal","Normal",4473.97303523393
"10963439",342209.3,290770.8,342114.6,290395,"M416",938,"Rifle","Normal","Normal",387.548358272866
"7923978",366555,412448.3,366777.8,411776.6,"S12K",446,"Shotgun","Normal","Normal",707.686886977575
"6524923",430318.4,156599.4,438352.5,157606.1,"SCAR-L",1448,"Rifle","Normal","Normal",8096.92581786443
"10749046",382776.3,243725.9,383557.2,243339.1,"AKM",1763,"Rifle","Normal","Normal",871.446527332588
"9951614",245451.5,437298.7,244763.3,437258.1,"M16A4",835,"Rifle","Normal","Normal",689.396547714027
"36275422",420300.3,326618.9,420234,327239.4,"Micro UZI",205,"Sub Machine Gun","Normal","Normal",624.032002384492
"13411183",609470.6,365768.8,610619.7,364613.9,"SCAR-L",514,"Rifle","Normal","Normal",1629.17918597061
"23253858",360116.5,292017,360015.3,292107.4,"M416",1736,"Rifle","Normal","Normal",135.696720667843
"9785603",419598.9,377996.8,419117.6,377785.9,"M416",895,"Rifle","Normal","Normal",525.479305015935
"36038870",350709.5,627622.4,347800.9,626185.9,"M16A4",1567,"Rifle","Normal","Normal",3243.99232582321
"22727129",639545.1,340097.5,640074.8,340102.6,"AKM",1220,"Rifle","Normal","Normal",529.724551064111
"33066391",117841,554249.6,117600.3,554209.1,"UMP9",1464,"Sub Machine Gun","Normal","Normal",244.083469329651
"34372722",485816.8,449970.9,485994.7,450071.9,"AKM",709,"Rifle","Normal","Normal",204.571283419761
"8854924",157131.9,458273.4,165208.7,443432.3,"M16A4",1769,"Rifle","Normal","Normal",16896.5365519091
"11060290",553010,569946.3,552407.2,565248.9,"M416",535,"Rifle","Normal","Normal",4735.91961502729
"4396659",353891.8,408061.8,347349.9,408065.6,"Mini 14",1637,"Rifle","Normal","Normal",6541.90110365477
"3184164",601671.3,595008.9,601529,594732.6,"S1897",213,"Shotgun","Normal","Normal",310.79089433257
"28179042",468549.1,473173.8,468538.2,473056.6,"SCAR-L",1645,"Rifle","Normal","Normal",117.705777258391
"22274446",426457.3,626822.2,426748.9,627019.1,"M16A4",375,"Rifle","Normal","Normal",351.852483293822
"38019184",498250.3,279258.9,498437.6,275992.6,"M16A4",947,"Rifle","Normal","Normal",3271.66578060784
"34067206",442031.6,637081.8,443233.5,635878.8,"UMP9",324,"Sub Machine Gun","Normal","Normal",1700.52127596218
"15180904",628353.8,617159.7,628446.7,617153.7,"UMP9",224,"Sub Machine Gun","Elevated","Elevated",93.0935550936943
"38015872",467753.9,643810.1,467421.9,643807.2,"AKM",201,"Rifle","Elevated","Elevated",332.012665421065
"23325873",443803.6,626232.1,442099.3,614137,"Kar98k",749,"Sniper","Normal","Normal",12214.5848271646
"27669926",525971.6,482020,536085.2,483490.5,"VSS",1397,"Sub Machine Gun","Normal","Normal",10219.9449709869
"26170771",350421.9,394040,364291.2,390937.9,"AKM",618,"Rifle","Normal","Normal",14211.984622142
"30949777",448535.9,601091.3,448376.6,601311.6,"M416",1581,"Rifle","Normal","Normal",271.861324943406
"14257574",277145.4,328078.9,269562.7,330012.9,"Uaz",1327,"Vehicles","Normal","Normal",7825.451762678
"23816242",607163,480892.3,607661.4,480248.8,"S686",318,"Shotgun","Normal","Normal",813.937841607099
"10191189",445378.2,304951.2,452551.4,304204.9,"SCAR-L",1755,"Rifle","Normal","Normal",7211.91804792596
"16216266",358645.6,411447.2,358127.3,411395.9,"Mini 14",717,"Rifle","Normal","Normal",520.832583466114
"22749174",293014.1,235747.7,285070.8,235175,"M416",1477,"Rifle","Normal","Normal",7963.91864473764
"22446099",418433.9,326961.1,418031.3,328465.3,"UMP9",269,"Sub Machine Gun","Normal","Normal",1557.14623590723
"2139606",266562.4,191933.6,256349.6,186249.1,"Kar98k",1232,"Sniper","Normal","Normal",11688.2344299727
"30842150",621879.2,376682.5,622056.8,378684.9,"UMP9",279,"Sub Machine Gun","Normal","Normal",2010.26056022599
"939433",530084.1,247266,530919.3,247348.8,"S1897",356,"Shotgun","Normal","Normal",839.294274971607
"16130921",686094.7,462516.4,686051,462302.4,"Kar98k",128,"Sniper","Normal","Normal",218.416322650108
"10454139",575421.3,591183.5,575204.3,590940.4,"Crowbar",205,"Melee","Normal","Normal",325.862869931492
"35820346",371129.5,617908.4,370924.7,618646.9,"M16A4",1490,"Rifle","Normal","Normal",766.371509125956
"14305666",195824.6,274664.3,186167.5,273082.2,"SKS",1018,"Sniper","Normal","Normal",9785.83776791747
"26853086",382961.4,671232.3,382557.2,671615.1,"Hit by Car",873,"Vehicles","Normal","Normal",556.698733607286
"20785277",594186.1,479576.7,588088.3,476167,"SCAR-L",423,"Rifle","Normal","Normal",6986.3594904642
"9806807",625424.8,298973.2,625526.9,299005.4,"AKM",134,"Rifle","Normal","Normal",107.057227686859
"30335132",595908.4,300163.2,586528,311561,"Uaz",926,"Vehicles","Normal","Normal",14761.4954865691
"30014377",419375.9,324430.4,419830.7,324273.4,"S686",315,"Shotgun","Normal","Normal",481.136196933872
"13466956",417436.7,328521.7,417305.4,328521.7,"Micro UZI",195,"Sub Machine Gun","Normal","Normal",131.299999999988
"12621262",377309.6,384508.9,377842.5,387406.1,"SCAR-L",1867,"Rifle","Normal","Normal",2945.80214033457
"28836247",350910,521948.9,343637.6,529512.7,"M416",1326,"Rifle","Normal","Normal",10492.800970189
"28636518",527571.6,597629.9,521224.8,592289.1,"AKM",1067,"Rifle","Normal","Normal",8294.93911249506
"3028897",445141.5,627755.6,444975.3,627565.4,"S12K",280,"Shotgun","Normal","Normal",252.58360991954
"28091656",612700.3,373548.6,612700.3,373548.6,"Hit by Car",379,"Vehicles","Normal","Normal",0
"10154103",170945.9,286199.4,171031.3,286288.6,"P18C",148,"Pistol","Normal","Normal",123.490080573262
"37231594",458134.9,626607.1,458145.3,626871.1,"M416",96,"Rifle","Normal","Normal",264.204769071263
"28661168",437199.3,630369.4,439477.7,628794.2,"M416",300,"Rifle","Normal","Normal",2769.90281417965
"3964279",620523.2,297972.1,620637.9,297735.8,"Micro UZI",553,"Sub Machine Gun","Normal","Normal",262.666670896805
"18741675",450954.8,629951.1,458831.2,637358.7,"SKS",401,"Sniper","Normal","Normal",10812.5027038147
"10767172",631096.9,307666.4,631074.3,305870.3,"M416",1536,"Rifle","Normal","Normal",1796.24218021962
"38859678",624221.9,599877.9,623180.9,601304.3,"AKM",375,"Rifle","Normal","Elevated",1765.87031233895
"1110257",409178.8,697124.9,410759.4,699785.5,"SCAR-L",377,"Rifle","Normal","Normal",3094.68717643641
"29806428",445727.8,628413.3,448141.1,628350.9,"AKM",614,"Rifle","Normal","Normal",2414.1065945811
"5428189",285436.1,402293.9,284888,431705.2,"SKS",1262,"Sniper","Normal","Normal",29416.4066687282
"33532826",558421.4,140402.9,558856.1,142698.1,"AKM",1492,"Rifle","Normal","Normal",2336.00238227619
"31040502",394660.4,293133,394462.8,292749.4,"P92",185,"Pistol","Normal","Normal",431.502862099426
"14797670",488299.3,426275.4,482023.4,452464.4,"SKS",721,"Sniper","Normal","Normal",26930.477935046
"5757047",456122.7,629545.1,456033.3,630347.3,"M16A4",122,"Rifle","Normal","Normal",807.166153899007
"23643693",317404.7,357736.8,316426.2,357663.1,"UMP9",678,"Sub Machine Gun","Normal","Normal",981.271593392982
"13427903",565384.3,249107.3,568005.6,249654.9,"SCAR-L",1491,"Rifle","Normal","Normal",2677.88712420812
"14385457",442846.4,420662.3,441919.6,427316.8,"M16A4",870,"Rifle","Normal","Normal",6718.72967829486
"33890679",431233.3,628680.1,432296.3,631631.5,"M416",315,"Rifle","Normal","Normal",3136.99393687653
"20030461",204404.6,346979.7,197636.4,349882.1,"Mini 14",1653,"Rifle","Normal","Normal",7364.26893859804
"25684950",370180.6,405465.8,367047.8,406537.6,"AKM",367,"Rifle","Normal","Normal",3311.07098685605
"10439162",367413.4,584724.9,359390.4,576936,"SCAR-L",1287,"Rifle","Normal","Normal",11181.9270347289
"23850333",215863.2,442488.2,216164.9,442504.8,"M416",1441,"Rifle","Normal","Normal",302.156333708213
"12571220",432901.9,443904.9,432834.2,443947.7,"Punch",81,"Melee","Normal","Normal",80.0945066780524
"5028833",438588.8,640170.9,438280.9,640269.2,"S12K",149,"Shotgun","Normal","Normal",323.210921845108
"27700948",609383.9,479622.4,607681.4,483547.4,"Mini 14",877,"Rifle","Normal","Normal",4278.33276522526
"37055870",125828.9,495150.2,124177.5,494652,"AKM",1350,"Rifle","Normal","Normal",1724.91309926036
"558088",574931.9,423863.2,575267.7,422828.4,"AKM",668,"Rifle","Normal","Normal",1087.92126553346
"22357311",390697.5,249685.5,389922.2,278554.6,"M16A4",1331,"Rifle","Normal","Normal",28879.5087371652
"9541583",333607.1,550799.5,332541.6,554395.3,"SKS",918,"Sniper","Normal","Normal",3750.34236970444
"29097624",528196.6,436682.6,532487.4,433728.6,"SCAR-L",1223,"Rifle","Normal","Normal",5209.32631344979
"21638849",460918.9,608687.8,460199.9,604785.6,"Mini 14",556,"Rifle","Normal","Normal",3967.8868229828
"12716980",349497.2,429451.8,349264.6,429780.6,"SKS",1662,"Sniper","Normal","Normal",402.755757252468
"35473639",711252.4,324708.2,709845.6,327211,"AKM",276,"Rifle","Normal","Normal",2871.07890522014
"27769696",590032,289277.4,589937.8,288384.9,"M16A4",1124,"Rifle","Normal","Normal",897.457458601794
"8149056",199063.2,291671.8,199506.6,291994.8,"S1897",348,"Shotgun","Normal","Normal",548.57320386617
"25078155",389475.6,300985.8,391013.6,300605.8,"AKM",1285,"Rifle","Normal","Normal",1584.24871784704
"1270711",357603.3,399307.2,357732.7,399491.3,"M416",369,"Rifle","Normal","Normal",225.027042819296
"24660496",572578.8,385516.9,572482.9,384819.4,"M416",254,"Rifle","Normal","Normal",704.061829671233
"28898580",341644.9,163213.3,341086,163438.1,"S686",106,"Shotgun","Normal","Normal",602.415346750092
"1908395",361413.5,402283.8,361092.2,403783.8,"M16A4",163,"Rifle","Normal","Normal",1534.02532247678
"16594934",621777.8,378471.4,621551.8,378807.8,"M16A4",130,"Rifle","Normal","Normal",405.266529582664
"17317080",564723.8,250182.7,564553.6,250355,"P92",235,"Pistol","Normal","Normal",242.188624836138
"15144220",153228.5,294368.3,153181.6,294895.8,"S1897",160,"Shotgun","Normal","Normal",529.580834245349
"35133972",309047.8,374587.5,287424.6,364831.7,"M416",1507,"Rifle","Normal","Normal",23722.1080825461
"4566979",283892.2,559745.2,284033,559560.4,"SCAR-L",1067,"Rifle","Normal","Normal",232.326666570953
"17928229",355164.6,321198.5,356530.1,320414.4,"UMP9",1080,"Sub Machine Gun","Normal","Normal",1574.61203475649
"15310323",416135.1,625309.4,432020.4,621758.2,"Kar98k",391,"Sniper","Normal","Normal",16277.4008223058
"20602223",400675.5,491770.9,369178.9,491093.6,"AKM",1201,"Rifle","Normal","Normal",31503.8814568935
"10628570",354301.4,317334.7,354493.6,317754.1,"S1897",887,"Shotgun","Normal","Normal",461.342822638385
"37050410",532735.4,236666.5,532676.4,236872.6,"UMP9",130,"Sub Machine Gun","Normal","Normal",214.378660318611
"35842803",625633.2,605549.3,625768.8,605484.6,"P1911",93,"Pistol","Elevated","Elevated",150.244633847716
"12766895",221861.3,516131.2,220919.8,521204.6,"Kar98k",1771,"Sniper","Elevated","Elevated",5160.02033038627
"7037924",391216.8,350705.1,391405.3,350469.3,"P1911",158,"Pistol","Normal","Normal",301.883901525064
"29482120",168575.7,277331.8,165246.7,277025.7,"M416",256,"Rifle","Normal","Normal",3343.04325577758
"34638196",161266,334910.1,164849.4,346783.8,"Mini 14",714,"Rifle","Normal","Normal",12402.6411400959
"26474723",425544.1,643309.3,425559.6,643187.1,"Tommy Gun",130,"Sub Machine Gun","Normal","Normal",123.179097252809
"19151232",444877.6,630974.9,445733.8,629010.8,"Mini 14",338,"Rifle","Normal","Normal",2142.6075818964
"8205857",584917,481718.6,584376.7,486517.5,"AKM",490,"Rifle","Normal","Normal",4829.21994736213
"22216394",562207.9,249388.2,551237.2,231208,"SCAR-L",1090,"Rifle","Normal","Normal",21233.8392790847
"26556100",321531.4,232944.2,319444.2,232947,"UMP9",943,"Sub Machine Gun","Normal","Normal",2087.20187811339
"25314458",474008.9,456527.8,478437.2,457042.3,"SCAR-L",922,"Rifle","Normal","Normal",4458.08828310969
"39467299",425420.1,326807.3,425135,326718.9,"S1897",170,"Shotgun","Normal","Normal",298.490485610481
"19099101",213685.8,372569.7,214070.4,391602.1,"M16A4",1522,"Rifle","Normal","Normal",19036.2855336854
"6133982",346910.9,457975.5,365857.9,467074.4,"Kar98k",1699,"Sniper","Normal","Normal",21018.5344448656
"5635136",152241.9,315270.4,152270.3,315104.6,"M16A4",103,"Rifle","Normal","Normal",168.214743705821
"18296254",387718.6,118930.4,386743.8,118617.3,"S1897",141,"Shotgun","Normal","Normal",1023.84893905301
"28551749",432250.2,636026.1,431986.3,635693.3,"S686",92,"Shotgun","Normal","Normal",424.734093286571
"13780132",313453.2,417964.7,316921.9,425065.2,"SCAR-L",1703,"Rifle","Normal","Normal",7902.46669970839
"16712982",365733.3,396996.2,365602.8,396899.1,"R1895",158,"Pistol","Normal","Normal",162.661181601533
"6359639",562232.6,250150.8,555994.4,254756.3,"M16A4",911,"Rifle","Normal","Normal",7754.08082818328
"10680671",422188.1,306227.2,412881.8,308504.5,"AKM",889,"Rifle","Normal","Normal",9580.88278709221
"18872075",305672.1,562361.4,304766.3,562025.7,"AKM",847,"Rifle","Normal","Normal",966.006278447519
"11727902",464562.9,650227.3,464148.2,650132.2,"AKM",182,"Rifle","Elevated","Elevated",425.464569617762
"39305657",189736.2,222939.3,190059.5,222176.5,"M16A4",370,"Rifle","Normal","Normal",828.484598529131
"19957399",358432.8,399819.1,358590.9,400091.8,"UMP9",304,"Sub Machine Gun","Normal","Normal",315.215640474925
"33808708",558455.9,498095.6,551113.1,500509.8,"M16A4",696,"Rifle","Normal","Normal",7729.49374021357
"3259901",677814.7,392063.6,677692.1,391629.9,"UMP9",1142,"Sub Machine Gun","Normal","Normal",450.695518060646
"12685660",197481,277106.4,200012.9,284482.4,"Crossbow",202,"Sniper","Normal","Normal",7798.45456548924
"17844659",383324.9,335632.2,400754.7,337849.3,"M416",733,"Rifle","Normal","Normal",17570.2436081575
"8426826",663747.6,94921.29,663496.4,95118.64,"M16A4",181,"Rifle","Normal","Normal",319.450250430296
"3490426",536897.5,315658,536906.1,315119.9,"Tommy Gun",784,"Sub Machine Gun","Normal","Normal",538.168718897684
"13487582",443375,292346.1,434560.9,292842.1,"Mini 14",1052,"Rifle","Normal","Normal",8828.04478975948
"898796",637979.9,512650.7,637804.4,497715.4,"SKS",1432,"Sniper","Normal","Normal",14936.3310869838
"16277966",296687.2,501335.9,296602.5,501123.9,"S1897",125,"Shotgun","Normal","Normal",228.293867635559
"28191116",197750.8,357751.9,197750.8,357751.9,"Grenade",1154,"Explosives","Normal","Normal",0
"35039090",621107.5,609634.8,622579.1,609168.8,"S686",205,"Shotgun","Elevated","Elevated",1543.61995322681
"27613790",438729.6,482097.3,442873.3,483201.9,"SCAR-L",878,"Rifle","Normal","Normal",4288.40189930937
"17575900",435362.7,439645.8,436731.3,433518.1,"UMP9",686,"Sub Machine Gun","Normal","Normal",6278.67607461956
"33718843",303504.4,565771.4,303690.6,565221.4,"M416",566,"Rifle","Normal","Normal",580.663792568456
"16262806",536310.6,225245.1,536310.6,225245.1,"Grenade",716,"Explosives","Normal","Normal",0
"26383722",437186.8,449513,437119.1,449598.4,"SCAR-L",277,"Rifle","Normal","Normal",108.979126441744
"3035434",203241.5,285610.7,194982.8,277824.5,"M16A4",449,"Rifle","Normal","Normal",11350.37603474
"24832915",365527.3,396842,365508.3,396654.9,"Tommy Gun",160,"Sub Machine Gun","Normal","Normal",188.062250332147
"35050459",420380.7,324670.6,420214.6,324366.5,"S1897",193,"Shotgun","Normal","Normal",346.505440072732
"24945004",157907.2,275674.5,158101.2,275600.3,"SCAR-L",130,"Rifle","Normal","Normal",207.705657120844
"27353330",547499.3,422922,547449,423391.1,"AKM",1250,"Rifle","Normal","Normal",471.789041839658
"27910212",652802.9,267483.8,652879.1,267459.1,"M16A4",245,"Rifle","Normal","Normal",80.1032458767651
"38441579",468055.6,316873.8,468553.9,316094.6,"AKM",1068,"Rifle","Normal","Normal",924.908390058207
"10802687",533956.1,235232.1,533832,235228.1,"Punch",73,"Melee","Normal","Normal",124.164447407437
"29027140",224313.5,394676.3,224313.5,394676.3,"Grenade",575,"Explosives","Normal","Normal",0
"35659017",247005.2,281277.5,246412.4,280102.2,"M416",1158,"Rifle","Normal","Normal",1316.33655650825
"37684904",476126.1,250061.7,476984.3,247947.7,"M416",916,"Rifle","Normal","Normal",2281.55719630256
"35357483",624237.1,602363.8,624270.8,602040,"S12K",179,"Shotgun","Elevated","Elevated",325.54896713096
"16142975",154266.3,367830.1,157791.2,364103.9,"AKM",833,"Rifle","Normal","Normal",5129.27738087928
"739661",710835.5,452346.8,706521.3,442737.4,"Kar98k",394,"Sniper","Normal","Normal",10533.4177739231
"3186643",546606.6,420118.1,537981.3,423432.6,"AKM",975,"Rifle","Normal","Normal",9240.22241831866
"20296098",322560.7,454130.2,321933.9,453887.1,"Hit by Car",1007,"Vehicles","Normal","Normal",672.291491839665
"32301408",611829.9,591133.5,612794.6,590560.1,"M416",157,"Rifle","Normal","Normal",1122.24491533708
"23808462",215526.1,522002.5,214770.2,525992,"M16A4",1813,"Rifle","Elevated","Elevated",4060.47965885805
"28640665",363292.4,408018.4,365583.1,409601,"M16A4",868,"Rifle","Normal","Normal",2784.22866338232
"12495710",438104.4,640430.2,437627.4,640307.4,"M416",328,"Rifle","Normal","Normal",492.553387969246
"21743366",435956.8,338587.3,435719.7,338542.7,"M16A4",1153,"Rifle","Normal","Normal",241.258305556486
"34751022",360272,415131.3,360493.5,414510.3,"UMP9",671,"Sub Machine Gun","Normal","Normal",659.320293939145
"30116806",283554.9,508775.4,283537.5,508696.8,"SCAR-L",1667,"Rifle","Normal","Normal",80.5029192017675
"19439276",426357.9,421005.9,424742.8,421498.8,"UMP9",1025,"Sub Machine Gun","Normal","Normal",1688.63803699907
"36009214",379196.8,476973.9,378740.7,476028.5,"S686",232,"Shotgun","Normal","Normal",1049.67060071244
"27967432",445232.9,626787.4,445961.2,626963.3,"AKM",279,"Rifle","Normal","Normal",749.240749025299
"12413397",445868.3,625680.3,445951.6,625708.7,"S686",130,"Shotgun","Normal","Normal",88.0082382507045
"19021420",344765.7,557485.6,344840.1,557580,"Motorbike (SideCar)",901,"Vehicles","Normal","Normal",120.194509025992
"17589746",438054.3,331815.4,439241.9,332422.2,"AKM",199,"Rifle","Normal","Normal",1333.64163102389
"28202931",364163.8,395515.8,363746.8,395747.8,"S1897",502,"Shotgun","Normal","Normal",477.192833139812
"21838988",386567.2,574673.3,387000.6,575643.9,"Mini 14",1891,"Rifle","Normal","Normal",1062.96750655884
"1498234",534158.8,237182.7,533869.1,237491.2,"S1897",308,"Shotgun","Normal","Normal",423.200118147479
"32937025",418067.4,477714.5,422405.3,462055.9,"M16A4",839,"Rifle","Normal","Normal",16248.3577745568
"10699881",571519.9,263905,569737.6,261773.2,"M416",705,"Rifle","Normal","Normal",2778.69835174675
"27637063",419301.2,323426.7,419302.5,323636.1,"S1897",297,"Shotgun","Normal","Normal",209.404035300147
"22024974",570990.4,378198.1,571528.6,378950.5,"S1897",320,"Shotgun","Normal","Normal",925.075672580349
"14455918",278257.4,556611.6,285198.8,553860.6,"M416",1814,"Rifle","Normal","Normal",7466.66156726013
"38933450",349732.9,447301.8,386101.3,460649.1,"M16A4",1497,"Rifle","Normal","Normal",38740.3011842964
"38653460",671795.9,241651.8,672423.6,234444.5,"SCAR-L",1436,"Rifle","Normal","Normal",7234.58226713884
"37140782",624948.4,378016.9,623295,378604.3,"Tommy Gun",192,"Sub Machine Gun","Normal","Normal",1754.64250489951
"8719537",288860.8,221092.5,275075.9,214133.7,"M416",1477,"Rifle","Normal","Normal",15441.7733907087
"22954745",362406.2,392547.9,362017.6,393192.3,"AKM",454,"Rifle","Normal","Normal",752.503368763212
"39009360",422541.1,324714.9,421431.2,324750.8,"S1897",105,"Shotgun","Normal","Normal",1110.48044557296
"32686182",631208.4,372473.8,631262.1,372414.7,"Punch",185,"Melee","Normal","Normal",79.8529899251884
"10587576",603572.7,468015.2,599471.3,457087.3,"Kar98k",1787,"Sniper","Normal","Normal",11672.2097466589
"37389831",408001.1,309138.2,412220.9,308838.9,"AKM",487,"Rifle","Normal","Normal",4230.40098926808
"22974203",553194.9,396725.3,551912.1,406510.6,"SCAR-L",563,"Rifle","Normal","Normal",9869.02588556742
"8070295",443258.8,262809.2,445656.2,272846.3,"Mini 14",805,"Rifle","Normal","Normal",10319.4429680094
"38251213",423221.1,326794.4,423048.8,327519.1,"M16A4",295,"Rifle","Normal","Normal",744.900919585906
"23022272",528013.1,192363.6,530954.9,199518.8,"Tommy Gun",1336,"Sub Machine Gun","Normal","Normal",7736.3476059443
"2851396",626275.2,377781.2,626188.4,377899.6,"P92",156,"Pistol","Normal","Normal",146.808719087047
"8932894",366168.6,412333.6,367432.2,412754.3,"AKM",623,"Rifle","Normal","Normal",1331.79332105252
"13770048",648198.1,449063.6,648127.7,449025.4,"Punch",115,"Melee","Normal","Normal",80.0961921691645
"25998077",562785.1,395824.7,567030,387625.3,"SKS",576,"Sniper","Normal","Normal",9233.05671866043
"5298040",364922.8,409961.3,369607.3,412073.5,"M16A4",597,"Rifle","Normal","Normal",5138.66997286263
"16786756",125445,353237.9,124558.4,352921.4,"P92",157,"Pistol","Normal","Normal",941.398858083018
"11869888",437808.2,463696.3,439653.4,488932.9,"M416",1551,"Rifle","Normal","Normal",25303.96693406
"13326183",367469.9,480919.9,355728.1,468748.1,"SKS",1090,"Sniper","Normal","Normal",16912.2021771265
